Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,user_review
Bloody Roar: Primal Fury,GameCube,2002.0,Fighting,Activision,0.14,0.04,0.0,0.0,0.18,8.3
Trinity Universe,PlayStation 3,2009.0,Role-Playing,Nippon Ichi Software,0.07,0.06,0.03,0.02,0.18,7.5
Dying Light,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0.0,0.02,0.18,8.0
Test Drive Off-Road Wide Open,Xbox,2001.0,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18,8.3
Bad Boys: Miami Takedown,Xbox,2004.0,Shooter,Empire Interactive,0.14,0.04,0.0,0.01,0.18,5.9
Spider-Man: Friend or Foe,PSP,2007.0,Action,Activision,0.16,0.0,0.0,0.01,0.18,4.4
Mega Man X: Command Mission,PlayStation 2,2004.0,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18,8.6
Tokyo Xtreme Racer DRIFT,PlayStation 2,2003.0,Racing,Genki,0.09,0.07,0.0,0.02,0.18,8.6
FIFA Soccer 11,PC,2010.0,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,7.6
LEGO Marvel Super Heroes,PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18,8.2
Gauntlet: Dark Legacy,GameCube,2002.0,Action,Midway Games,0.14,0.04,0.0,0.0,0.18,8.6
Ridge Racer Unbounded,PlayStation 3,2012.0,Racing,Namco Bandai Games,0.05,0.1,0.0,0.03,0.18,6.1
Batman: Vengeance,Game Boy Advance,2001.0,Adventure,Ubisoft,0.13,0.05,0.0,0.0,0.18,8.8
Full Auto 2: Battlelines,PlayStation 3,2006.0,Racing,Sega,0.14,0.02,0.0,0.02,0.18,7.7
The Adventures of Cookie & Cream,PlayStation 2,2000.0,Puzzle,Empire Interactive,0.09,0.07,0.0,0.02,0.18,7.4
Van Helsing,Xbox,2007.0,Action,Activision,0.13,0.04,0.0,0.01,0.18,7.6
Splatterhouse,Xbox 360,2010.0,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18,7.8
Dark Souls II,PC,2014.0,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18,7.2
Gun,GameCube,2005.0,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,8.3
Tom Clancy's Ghost Recon: Future Soldier,PC,2012.0,Shooter,Ubisoft,0.05,0.1,0.0,0.03,0.18,5.2
Aliens: Infestation,DS,2011.0,Action,Sega,0.1,0.06,0.0,0.02,0.18,8.2
Brink,PC,2011.0,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,6.0
Dynasty Warriors: Gundam 3,Xbox 360,2010.0,Action,Tecmo Koei,0.11,0.04,0.02,0.01,0.18,8.0
FIFA 16,PC,2015.0,Sports,Electronic Arts,0.04,0.13,0.0,0.01,0.18,4.6
Silent Hill 4: The Room,Xbox,2004.0,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,8.1
Commandos 2: Men of Courage,PlayStation 2,2002.0,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18,6.8
FIFA Soccer 2002,GameCube,2001.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,8.3
Race Pro,Xbox 360,2009.0,Racing,Atari,0.06,0.09,0.0,0.02,0.18,7.1
Mercury Meltdown Revolution,Wii,2007.0,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.18,7.6
Disney's Tarzan Untamed,GameCube,2001.0,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18,7.0
Ball Breakers,PlayStation,2000.0,Action,Take-Two Interactive,0.1,0.07,0.0,0.01,0.18,5.3
EyeToy: Groove,PlayStation 2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,7.8
Armored Core: Last Raven,PlayStation 2,2005.0,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,8.2
College Hoops 2K7,PlayStation 3,2007.0,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,7.1
K-1 World Grand Prix,PlayStation 2,2002.0,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,7.9
Juiced,Xbox,2005.0,Racing,THQ,0.13,0.04,0.0,0.01,0.18,8.1
Virtua Tennis,Game Boy Advance,2002.0,Sports,Atari,0.13,0.05,0.0,0.0,0.18,tbd
Driver: San Francisco,Wii,2011.0,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.18,6.4
NBA Hoopz,PlayStation 2,2001.0,Sports,Midway Games,0.09,0.07,0.0,0.02,0.18,tbd
Captain America: Super Soldier,Xbox 360,2011.0,Action,Sega,0.11,0.05,0.0,0.01,0.18,6.6
Star Wars: Battlefront II,PC,2005.0,Shooter,LucasArts,0.02,0.13,0.0,0.03,0.18,8.6
College Hoops 2K8,Xbox 360,2007.0,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,7.1
NHL 2004,Xbox,2003.0,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,6.5
You Don't Know Jack,PlayStation 3,2011.0,Misc,THQ,0.16,0.0,0.0,0.01,0.18,8.2
NFL 2K2,Xbox,2002.0,Sports,Sega,0.13,0.04,0.0,0.01,0.18,9.0
The Suffering: Ties That Bind,PlayStation 2,2005.0,Action,Midway Games,0.09,0.07,0.0,0.02,0.17,8.1
EyeToy: Kinetic,PlayStation 2,2005.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17,7.5
Green Lantern: Rise of the Manhunters,PlayStation 3,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.03,0.17,6.5
MotoGP 10/11,PlayStation 3,2011.0,Racing,Capcom,0.04,0.1,0.0,0.04,0.17,6.9
Teen Titans,Game Boy Advance,,Action,Unknown,0.13,0.05,0.0,0.0,0.17,7.0
Hyperdimension Neptunia U: Action Unleashed,PlayStation Vita,2014.0,Action,Idea Factory International,0.07,0.02,0.06,0.03,0.17,7.0
Project Spark,Xbox One,2014.0,Misc,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.17,6.9
Lost in Blue 3,DS,2007.0,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17,6.3
Major League Baseball 2K6,GameCube,2006.0,Sports,Take-Two Interactive,0.13,0.03,0.0,0.0,0.17,tbd
Major League Baseball 2K9,PlayStation 3,2009.0,Sports,Spike,0.16,0.0,0.0,0.01,0.17,4.0
Smash Court Tennis Pro Tournament,PlayStation 2,2002.0,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,7.4
The Grim Adventures of Billy & Mandy,GameCube,2006.0,Action,Midway Games,0.13,0.03,0.0,0.0,0.17,7.9
NBA Inside Drive 2004,Xbox,2003.0,Sports,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,8.2
Dungeon Siege III,PC,2011.0,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17,4.7
Gretzky NHL 2005,PlayStation 2,2004.0,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,8.7
The Hobbit,GameCube,2003.0,Platform,Vivendi Games,0.13,0.03,0.0,0.0,0.17,8.1
The Secret World,PC,2012.0,Role-Playing,Funcom,0.07,0.08,0.0,0.02,0.17,8.3
NHL 2K9,Xbox 360,2008.0,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,6.7
X-Men: The Official Game,Xbox 360,2006.0,Action,Activision,0.16,0.01,0.0,0.01,0.17,7.2
X-Men: The Official Game,Xbox 360,2006.0,Action,Activision,0.16,0.01,0.0,0.01,0.17,6.4
True Crime: New York City,GameCube,2005.0,Action,Activision,0.13,0.03,0.0,0.0,0.17,8.1
Metal Arms: Glitch in the System,Xbox,2003.0,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,8.0
PlayStation Move Heroes,PlayStation 3,2011.0,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17,6.6
ESPN Final Round Golf 2002,Game Boy Advance,2001.0,Sports,Konami Digital Entertainment,0.12,0.05,0.0,0.0,0.17,tbd
Fight Night Round 2,GameCube,2005.0,Fighting,Electronic Arts,0.13,0.03,0.0,0.0,0.17,8.1
Sudoku Gridmaster,DS,2006.0,Puzzle,Nintendo,0.13,0.03,0.0,0.01,0.17,6.3
Disney's Atlantis: The Lost Empire,PlayStation,2001.0,Platform,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.17,8.1
Dementium: The Ward,DS,2007.0,Shooter,SouthPeak Games,0.15,0.01,0.0,0.01,0.17,7.9
Psi-Ops: The Mindgate Conspiracy,Xbox,2004.0,Shooter,Midway Games,0.13,0.04,0.0,0.01,0.17,7.6
SWAT: Global Strike Team,Xbox,2003.0,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,6.3
Goblin Commander: Unleash the Horde,PlayStation 2,2003.0,Strategy,Jaleco,0.08,0.07,0.0,0.02,0.17,8.4
World Destruction League: Thunder Tanks,PlayStation 2,2000.0,Action,3DO,0.08,0.07,0.0,0.02,0.17,5.5
The Lord of the Rings: Aragorn's Quest,PlayStation 3,2010.0,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02,0.17,6.1
Top Spin 2,Xbox 360,2006.0,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,6.8
RoadKill,PlayStation 2,2003.0,Action,Midway Games,0.08,0.07,0.0,0.02,0.17,7.9
Pursuit Force: Extreme Justice,PSP,2007.0,Action,Sony Computer Entertainment,0.07,0.07,0.0,0.03,0.17,7.3
Backbreaker,PlayStation 3,,Sports,Unknown,0.16,0.0,0.0,0.01,0.17,7.0
Hunter: The Reckoning Redeemer,Xbox,2003.0,Action,Interplay,0.13,0.04,0.0,0.01,0.17,7.2
NHL 07,PSP,2006.0,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,6.6
Bee Movie Game,Xbox 360,2007.0,Action,Activision,0.16,0.0,0.0,0.01,0.17,8.2
Professor Heinz Wolff's Gravity,Wii,2008.0,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,0.17,7.7
Thief: Deadly Shadows,Xbox,2004.0,Action,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,7.2
MotoGP 09/10,Xbox 360,2010.0,Racing,Capcom,0.07,0.09,0.0,0.02,0.17,5.7
World Driver Championship,Nintendo 64,1999.0,Racing,Midway Games,0.14,0.03,0.0,0.0,0.17,8.2
Turok 3: Shadow of Oblivion,Nintendo 64,2000.0,Shooter,Acclaim Entertainment,0.12,0.05,0.0,0.0,0.17,7.0
Spawn: Armageddon,Xbox,2003.0,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17,7.1
Sid Meier's Civilization IV,PC,2005.0,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.17,8.2
NBA Live 16,PlayStation 4,2015.0,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.17,6.0
Gallop Racer 2001,PlayStation 2,2001.0,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,8.7
Marble Saga: Kororinpa,Wii,2009.0,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17,7.8
Monsters vs. Aliens,Xbox 360,2009.0,Action,Activision,0.12,0.03,0.0,0.01,0.17,6.7
Bomberman Land,Wii,2007.0,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17,7.6
Terminator 3: The Redemption,PlayStation 2,2004.0,Shooter,Atari,0.08,0.06,0.0,0.02,0.17,7.5
SSX On Tour,GameCube,2005.0,Sports,Electronic Arts,0.13,0.03,0.0,0.0,0.17,7.6
G-Force,Xbox 360,2009.0,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17,7.4
James Bond 007: Everything or Nothing,Game Boy Advance,2003.0,Shooter,Electronic Arts,0.12,0.04,0.0,0.0,0.17,8.3
Gunvalkyrie,Xbox,2002.0,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,6.9
State of Emergency,Xbox,2003.0,Action,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17,6.5
Disney Golf,PlayStation 2,2002.0,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,8.0
Custom Robo Arena,DS,2006.0,Fighting,Nintendo,0.02,0.02,0.12,0.0,0.17,8.3
Surf's Up,Wii,2007.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.17,5.8
Mega Man Network Transmission,GameCube,2003.0,Platform,Capcom,0.13,0.03,0.0,0.0,0.17,8.8
Pursuit Force,PSP,2005.0,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17,7.6
Zoo Keeper,DS,2004.0,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.17,7.5
Lost Kingdoms,GameCube,2002.0,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17,8.2
Blood Bowl,Xbox 360,2009.0,Sports,Focus Home Interactive,0.13,0.03,0.0,0.01,0.17,5.0
Wolfenstein 3D,Game Boy Advance,2002.0,Shooter,BAM! Entertainment,0.12,0.04,0.0,0.0,0.17,6.8
Fracture,PlayStation 3,2008.0,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.17,6.2
Midway Arcade Treasures,GameCube,2003.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.17,8.1
Leisure Suit Larry: Magna Cum Laude,Xbox,2004.0,Adventure,Vivendi Games,0.12,0.04,0.0,0.01,0.17,6.6
Klonoa,Wii,2008.0,Platform,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17,8.2
Splatterhouse,PlayStation 3,,Action,Namco Bandai Games,0.13,0.02,0.0,0.02,0.17,7.9
Dragon Ball: Fusions,3DS,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,8.1
Apache: Air Assault,Xbox 360,2010.0,Simulation,Activision,0.12,0.04,0.0,0.01,0.17,6.8
Senran Kagura: Estival Versus,PlayStation 4,2015.0,Action,Marvelous Interactive,0.07,0.0,0.08,0.02,0.17,7.8
Cubivore: Survival of the Fittest,GameCube,2002.0,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17,8.1
Anarchy Reigns,Xbox 360,2012.0,Action,Sega,0.11,0.02,0.02,0.01,0.17,8.0
FlatOut,Xbox,2004.0,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17,8.0
NCAA Basketball 09,PlayStation 3,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17,tbd
Thrillville: Off the Rails,Xbox 360,2007.0,Strategy,LucasArts,0.13,0.02,0.0,0.01,0.16,3.3
Taz Wanted,PlayStation 2,2002.0,Platform,Atari,0.08,0.06,0.0,0.02,0.16,8.6
Sid Meier's Pirates!,Wii,2010.0,Strategy,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,7.5
Star Wars: Super Bombad Racing,PlayStation 2,2001.0,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16,5.3
Leisure Suit Larry: Box Office Bust,Xbox 360,2009.0,Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16,2.5
Alien Resurrection,PlayStation,2000.0,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,0.16,7.5
World Tour Soccer 2005,PlayStation 2,2004.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16,7.9
Dungeon Siege: Throne of Agony,PSP,2006.0,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,0.02,0.16,8.0
F1 2011,3DS,2011.0,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16,6.8
Create,PlayStation 3,2010.0,Action,Electronic Arts,0.11,0.03,0.0,0.02,0.16,5.1
Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Square Enix,0.12,0.0,0.03,0.01,0.16,7.7
El Shaddai: Ascension of the Metatron,Xbox 360,2011.0,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,7.1
ESPN College Hoops,PlayStation 2,2003.0,Sports,Sega,0.08,0.06,0.0,0.02,0.16,8.5
F1 Championship Season 2000,PlayStation 2,2000.0,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,tbd
Guilty Gear Judgment,PSP,2006.0,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16,6.7
Clash of the Titans,Xbox 360,2010.0,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,4.0
Robotech: Battlecry,GameCube,2002.0,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16,8.5
True Swing Golf,DS,2005.0,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,7.7
Kya: Dark Lineage,PlayStation 2,2003.0,Adventure,Atari,0.08,0.06,0.0,0.02,0.16,8.4
Lethal Skies II,PlayStation 2,2003.0,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,7.3
Warriors Orochi 3,Xbox 360,2011.0,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,8.1
Midway Arcade Treasures 2,GameCube,2004.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,7.3
Magic: The Gathering - Battlegrounds,Xbox,2003.0,Strategy,Atari,0.12,0.03,0.0,0.01,0.16,7.7
Bladestorm: Nightmare,PlayStation 4,2015.0,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16,6.0
Crash Tag Team Racing,GameCube,2005.0,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16,7.3
Ready 2 Rumble Revolution,Wii,2009.0,Sports,Atari,0.15,0.0,0.0,0.01,0.16,4.4
TimeSplitters: Future Perfect,Xbox,2005.0,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16,8.7
Midway Arcade Treasures 3,PlayStation 2,2005.0,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16,tbd
Beowulf: The Game,PlayStation 3,2007.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,5.0
Puzzle Quest: Galactrix,DS,2009.0,Puzzle,D3Publisher,0.15,0.0,0.0,0.01,0.16,6.6
Fatal Frame II: Crimson Butterfly,PlayStation 2,2003.0,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,8.8
Angry Birds Trilogy,PlayStation 3,2012.0,Action,Activision,0.12,0.02,0.0,0.02,0.16,4.1
Dewy's Adventure,Wii,2007.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16,6.3
Shadow Man: 2econd Coming,PlayStation 2,2002.0,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,8.0
Dynasty Warriors 4,Xbox,2003.0,Action,Tecmo Koei,0.12,0.03,0.0,0.01,0.16,8.8
Wakeboarding Unleashed Featuring Shaun Murray,PlayStation 2,2003.0,Sports,Activision,0.08,0.06,0.0,0.02,0.16,7.9
The Incredibles: Rise of the Underminer,GameCube,2005.0,Action,THQ,0.12,0.03,0.0,0.0,0.16,6.8
Alone in the Dark: The New Nightmare,PlayStation,,Adventure,Infogrames,0.09,0.06,0.0,0.01,0.16,8.3
Eragon,DS,2006.0,Action,Vivendi Games,0.13,0.02,0.0,0.01,0.16,7.5
Scarface: Money. Power. Respect.,PSP,2006.0,Strategy,Vivendi Games,0.15,0.0,0.0,0.01,0.16,3.0
Silent Scope 3,PlayStation 2,2002.0,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16,tbd
Intellivision Lives!,PlayStation 2,2003.0,Misc,Play It,0.08,0.06,0.0,0.02,0.16,7.6
Field Commander,PSP,2006.0,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,7.9
The King of Fighters XII,PlayStation 3,2009.0,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,5.2
Starcraft 64,Nintendo 64,2000.0,Strategy,Nintendo,0.13,0.03,0.0,0.0,0.16,7.8
Dragon Ball: Origins 2,DS,2010.0,Action,Namco Bandai Games,0.05,0.02,0.08,0.01,0.16,7.8
Innocent Life: A Futuristic Harvest Moon,PSP,2006.0,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,7.9
The Crew,PC,2014.0,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,6.3
Black & Bruised,PlayStation 2,2003.0,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16,tbd
Sherlock Holmes vs. Jack the Ripper,Xbox 360,2009.0,Adventure,Focus Home Interactive,0.11,0.04,0.0,0.01,0.16,6.8
Rapala Pro Fishing,Xbox,2004.0,Sports,Zoo Digital Publishing,0.12,0.03,0.0,0.01,0.16,tbd
TimeShift,PlayStation 3,2007.0,Shooter,Vivendi Games,0.14,0.01,0.0,0.01,0.16,6.5
Blitz: The League,Xbox 360,2006.0,Sports,Midway Games,0.15,0.0,0.0,0.01,0.16,6.6
Time Hollow,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16,7.5
Bulletstorm,PC,2011.0,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,7.7
Shaun White Skateboarding,Xbox 360,2010.0,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,5.3
MLB 11: The Show,PSP,2011.0,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.01,0.16,6.0
Amped 3,Xbox 360,2005.0,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,7.2
FlatOut 2,PlayStation 2,2006.0,Racing,Empire Interactive,0.08,0.06,0.0,0.02,0.16,7.8
Dynasty Warriors 8,Xbox 360,2013.0,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.16,7.6
Konami Krazy Racers,Game Boy Advance,2001.0,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0.0,0.16,8.0
Blitz: The League II,PlayStation 3,2008.0,Sports,Midway Games,0.11,0.03,0.0,0.02,0.16,7.5
Mr. Driller 2,Game Boy Advance,2001.0,Puzzle,Namco Bandai Games,0.0,0.0,0.15,0.0,0.16,tbd
Darksiders II,Wii U,2012.0,Action,THQ,0.07,0.07,0.0,0.01,0.16,7.7
Rio,PlayStation 3,2011.0,Misc,THQ,0.04,0.09,0.0,0.03,0.16,6.6
Yakuza Kiwami,PlayStation 4,2016.0,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,7.9
Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16,7.2
The Godfather: Blackhand Edition,Wii,2007.0,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.16,8.4
Tiger Woods PGA Tour 2004,GameCube,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16,7.1
Monster House,DS,2006.0,Adventure,THQ,0.14,0.01,0.0,0.01,0.16,tbd
7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,Sega,0.03,0.0,0.12,0.0,0.16,7.9
DiRT 3,PC,2011.0,Racing,Codemasters,0.0,0.13,0.0,0.03,0.16,7.0
Birds of Steel,Xbox 360,2012.0,Simulation,Konami Digital Entertainment,0.11,0.04,0.0,0.01,0.16,8.5
Bomberman,DS,2005.0,Puzzle,Ubisoft,0.1,0.02,0.03,0.01,0.16,7.4
NBA 2K3,GameCube,2002.0,Sports,Sega,0.12,0.03,0.0,0.0,0.16,6.3
Arcana Heart,PlayStation 2,2007.0,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,8.0
NHL 2005,Xbox,2004.0,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,6.2
Infected,PSP,2005.0,Shooter,THQ,0.14,0.0,0.0,0.01,0.16,8.2
Battlestar Galactica,PlayStation 2,2003.0,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,6.8
Darksiders II,PC,2012.0,Action,Nordic Games,0.03,0.1,0.0,0.03,0.16,7.9
Ultimate Spider-Man,DS,2005.0,Action,Activision,0.14,0.0,0.0,0.01,0.16,8.0
Fist of the North Star: Ken's Rage,Xbox 360,2010.0,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,7.1
Jurassic Park: The Game,Xbox 360,,Action,Unknown,0.15,0.0,0.0,0.01,0.16,3.8
Jurassic Park: The Game,Xbox 360,,Action,Unknown,0.15,0.0,0.0,0.01,0.16,4.7
WordJong,DS,2007.0,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.01,0.16,7.7
Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,6.8
Bleach: Dark Souls,DS,2007.0,Fighting,Sega,0.12,0.02,0.0,0.01,0.15,7.8
FIFA 06: Road to FIFA World Cup,Xbox 360,2005.0,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,6.1
Driven,PlayStation 2,2001.0,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15,3.0
F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,5.9
de Blob 2,Xbox 360,2011.0,Platform,THQ,0.1,0.04,0.0,0.01,0.15,7.3
"Warhammer 40,000: Fire Warrior",PlayStation 2,2003.0,Shooter,THQ,0.08,0.06,0.0,0.02,0.15,8.4
James Noir's Hollywood Crimes,3DS,2011.0,Adventure,Ubisoft,0.07,0.07,0.0,0.02,0.15,6.6
Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15,7.0
MTV Music Generator 2,PlayStation 2,2001.0,Misc,Codemasters,0.08,0.06,0.0,0.02,0.15,8.4
Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,7.9
Burnout 2: Point of Impact,GameCube,2003.0,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,8.7
All-Pro Football 2K8,PlayStation 3,2007.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,7.3
Atelier Iris: Eternal Mana,PlayStation 2,2004.0,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,0.15,7.5
Blinx 2: Masters of Time & Space,Xbox,2004.0,Platform,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.15,8.6
NHL 2K10,PlayStation 3,2009.0,Sports,Take-Two Interactive,0.13,0.01,0.0,0.01,0.15,7.7
Tak: The Great Juju Challenge,GameCube,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15,8.1
Deponia,PC,2012.0,Adventure,Daedalic,0.0,0.13,0.0,0.03,0.15,8.1
Knockout Kings 2003,GameCube,2002.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,7.0
NCAA Football 2004,GameCube,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,7.2
XGIII: Extreme G Racing,GameCube,2001.0,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,7.8
NHL 17,Xbox One,2016.0,Sports,Electronic Arts,0.13,0.01,0.0,0.02,0.15,4.3
Kingdom Under Fire: Heroes,Xbox,2005.0,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,7.5
Wolfenstein: The Old Blood,Xbox One,2015.0,Action,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15,7.6
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,6.3
Scooby-Doo! Unmasked,GameCube,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15,6.8
Samurai Warriors: Katana,Wii,2007.0,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,7.2
Project Sylpheed: Arc of Deception,Xbox 360,2006.0,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,8.3
Enthusia Professional Racing,PlayStation 2,2005.0,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,0.15,7.5
